graph,coef,lb95,ub95,interaction,interactionss,ene,avg,iden1,iden2,iden3,policy_1,policy_2,order_1,order_2
Date=22071,2.049868,1.732561,2.367174,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22071,,,
Date=22070,1.715229,1.441345,1.989114,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22070,,,
Date=22042,.7656524,.5890986,.9422061,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22042,,,
Date=22034,.5096227,.375913,.6433325,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22034,,,
Date=22062,1.282604,.9514757,1.613732,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22062,,,
Date=22026,.3199279,.2339149,.405941,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22026,,,
Date=22068,1.587772,1.324552,1.850993,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22068,,,
Date=22038,.6002653999999999,.4720944,.7284365,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22038,,,
Date=22041,.7041141,.5699611,.838267,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22041,,,
Date=22063,1.272561,1.068706,1.476417,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22063,,,
Date=22051,.9353091,.7432562,1.127362,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22051,,,
Date=22033,.3944588,.2919002,.4970173,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22033,,,
Date=22056,.904485,.0986411,1.710329,0,1,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22056,,,
Date=22017,-.0052778,-.1026921,.0921366,0,0,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22017,,,
Date=22059,.9749017,.7920169,1.157786,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22059,,,
Date=22058,1.122668,.8902484000000001,1.355088,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22058,,,
Date=22067,2.53643,2.131585,2.941275,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22067,,,
Date=22023,.2607728,-.8741258,1.395671,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22023,,,
Date=22052,.6960697,.5606903,.8314491000000001,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22052,,,
Date=22033,.456266,.3515181,.5610138,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22033,,,
Date=22015,.1516696,.0572747,.2460644,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22015,,,
Date=22028,.2514919,-1.28213,1.785113,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22028,,,
Date=22023,.3697375,.2419637,.4975113,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22023,,,
Date=22021,.1246312,.0033312,.2459313,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22021,,,
Date=22031,.4564519,.3370401,.5758638,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22031,,,
Date=22056,1.035489,.8651566000000001,1.205822,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22056,,,
Date=22034,.4863022,.3622002,.6104041,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22034,,,
Date=22038,.4832866,.3632552,.6033181,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22038,,,
Date=22045,.8503751000000001,.6568749,1.043875,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22045,,,
Date=22037,.5701803,.4515692,.6887914000000001,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22037,,,
Date=22021,.2233957,.129614,.3171774,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22021,,,
Date=22037,.4382657,-.3792013,1.255733,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22037,,,
Date=22020,.2204213,.1130359,.3278066,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22020,,,
Date=22047,.7093557,.5686027,.8501088,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22047,,,
Date=22025,.34857,.2712558,.4258841,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22025,,,
Date=22046,1.001526,.8083742,1.194677,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22046,,,
Date=22030,.4313573,.3086294,.5540851,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22030,,,
Date=22046,1.00328,.8083606,1.1982,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22046,,,
Date=22041,.6722699,.5530727,.7914671,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22041,,,
Date=22057,1.258135,1.057435,1.458835,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22057,,,
Date=22052,.8136037,.6594903,.9677172000000001,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22052,,,
Date=22046,.9734105,.7914739,1.155347,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22046,,,
Date=22066,1.172101,1.011655,1.332546,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22066,,,
Date=22031,.4313583,.310341,.5523755,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22031,,,
Date=22070,1.673967,1.404891,1.943043,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22070,,,
Date=22064,1.402689,1.188685,1.616694,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22064,,,
Date=22036,.7703212,.6234061,.9172363,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22036,,,
Date=22054,1.016343,.8441195,1.188566,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22054,,,
Date=22028,.34872,.2646809,.432759,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22028,,,
Date=22031,.2626704,.1138546,.4114862,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22031,,,
Date=22022,.1635205,.1027355,.2243055,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22022,,,
Date=22027,.3890557,.2895759,.4885355,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22027,,,
Date=22060,1.562969,1.314693,1.811246,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22060,,,
Date=22071,2.091093,1.767044,2.415143,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22071,,,
Date=22032,.6096173,.4685319,.7507026999999999,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22032,,,
Date=22051,.7623907,.5917095999999999,.9330718,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22051,,,
Date=22046,.8684188,-.4599374,2.196775,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22046,,,
Date=22055,1.17709,.9738635,1.380317,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22055,,,
Date=22064,1.372294,1.164449,1.580139,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22064,,,
Date=22038,.4481044,.2992807,.5969281,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22038,,,
Date=22072,2.150079,1.764648,2.53551,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22072,,,
Date=22028,.329479,.2459647,.4129934,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22028,,,
Date=22036,.6492067,.4761836,.8222299,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22036,,,
Date=22018,.12075,-.9768538,1.218354,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22018,,,
Date=22032,.6469706,.5098816,.7840596,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22032,,,
Date=22026,.1452197,.0121809,.2782585,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22026,,,
Date=22055,1.366437,1.165985,1.566889,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22055,,,
Date=22055,1.30783,1.111204,1.504456,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22055,,,
Date=22068,1.495405,1.228114,1.762697,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22068,,,
Date=22049,.8680709,.7124613,1.023681,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22049,,,
Date=22015,.0643531,-1.55279,1.681496,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22015,,,
Date=22015,.1724126,.0735869,.2712382,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22015,,,
Date=22015,.129042,.0285398,.2295443,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22015,,,
Date=22018,.157595,.087886,.227304,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22018,,,
Date=22043,.6170199,.4553293,.7787105,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22043,,,
Date=22043,.7720078,.6359425,.9080731,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22043,,,
Date=22060,1.691472,1.447744,1.935199,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22060,,,
Date=22045,1.05,.859354,1.240645,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22045,,,
Date=22060,1.725347,1.46957,1.981125,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22060,,,
Date=22015,.1307869,.0375778,.2239959,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22015,,,
Date=22018,.1970404,.1217625,.2723183,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22018,,,
Date=22058,1.295549,1.04279,1.548308,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22058,,,
Date=22059,1.123932,.9551326999999999,1.292731,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22059,,,
Date=22067,2.502821,2.105478,2.900164,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22067,,,
Date=22042,.7742192,.596313,.9521255,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22042,,,
Date=22035,.5063009000000001,.3292144,.6833873,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22035,,,
Date=22049,.9004474,.7483589,1.052536,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22049,,,
Date=22016,-.0253416,-1.874575,1.823892,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22016,,,
Date=22030,.4558034,.3357342,.5758725,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22030,,,
Date=22032,.5343842,.3669383,.7018301,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22032,,,
Date=22046,.9939672000000001,.8111188,1.176816,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22046,,,
Date=22033,.3910474,-.1204495,.9025443,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22033,,,
Date=22040,.7453564,.5698618,.920851,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22040,,,
Date=22059,1.00697,.8377705,1.17617,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22059,,,
Date=22045,1.021463,.8240251,1.218901,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22045,,,
Date=22048,.8411655,.6657019,1.016629,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22048,,,
Date=22049,.8352961,.689545,.9810472,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22049,,,
Date=22027,.3104542,-.4692283,1.090137,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22027,,,
Date=22073,1.769621,1.488914,2.050328,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22073,,,
Date=22020,.2034015,.090942,.315861,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22020,,,
Date=22071,2.075472,1.749599,2.401345,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22071,,,
Date=22038,.5753149,.4542245,.6964054,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22038,,,
Date=22028,.3532832,.2683303,.4382361,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22028,,,
Date=22039,.581506,.458661,.7043509999999999,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22039,,,
Date=22026,.224474,.1468319,.3021162,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22026,,,
Date=22055,1.3264,1.114543,1.538258,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22055,,,
Date=22072,2.112154,1.74013,2.484179,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22072,,,
Date=22069,1.442902,1.217045,1.668758,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22069,,,
Date=22023,.3732967,.2474103,.499183,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22023,,,
Date=22043,.8186983,.674857,.9625396000000001,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22043,,,
Date=22056,.8822731,.6956762,1.06887,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22056,,,
Date=22016,.0976743,.0303902,.1649585,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22016,,,
Date=22040,.7653543,.590446,.9402625999999999,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22040,,,
Date=22047,.6670102999999999,.5393012,.7947194,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22047,,,
Date=22032,.6795396,.5409828,.8180963,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22032,,,
Date=22073,1.752299,1.480617,2.023981,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22073,,,
Date=22043,.7775085,.6279086,.9271085,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22043,,,
Date=22018,.0653363,-.0398927,.1705653,0,0,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22018,,,
Date=22016,-.0545509,-.1576797,.0485779,0,0,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22016,,,
Date=22027,.3504908,.2565851,.4443966,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22027,,,
Date=22064,1.386714,1.16909,1.604338,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22064,,,
Date=22058,1.236612,.9831682,1.490056,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22058,,,
Date=22059,.9858123,-.034014,2.005639,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22059,,,
Date=22051,.8606335000000001,.6764655000000001,1.044802,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22051,,,
Date=22048,.7264586,-.3588797,1.811797,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22048,,,
Date=22035,.6502853,.5007668,.7998038,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22035,,,
Date=22055,1.339043,1.132265,1.545821,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22055,,,
Date=22024,.1071776,-.0265007,.2408559,0,0,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22024,,,
Date=22039,.6621046,.5376088,.7866004,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22039,,,
Date=22035,.6639594,.5036292999999999,.8242893999999999,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22035,,,
Date=22017,.1103844,.0511149,.1696539,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22017,,,
Date=22037,.5607754,.4513915,.6701592,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22037,,,
Date=22039,.5565391,-.3525303,1.465608,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22039,,,
Date=22042,.8409297,.656458,1.025401,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22042,,,
Date=22058,1.220949,.9744244,1.467474,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22058,,,
Date=22045,.8799291,.6904704,1.069388,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22045,,,
Date=22041,.5780811,.4573475,.6988147,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22041,,,
Date=22033,.4918331,.3777942,.6058719,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22033,,,
Date=22065,1.127445,.9389705,1.31592,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22065,,,
Date=22068,1.620725,1.346378,1.895071,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22068,,,
Date=22044,.6213367,-.8943082,2.136982,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22044,,,
Date=22032,.7297924,.5850959,.8744889,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22032,,,
Date=22053,1.197448,1.029344,1.365553,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22053,,,
Date=22025,.3990646,.3167034,.4814259,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22025,,,
Date=22033,.471555,.3575746,.5855354,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22033,,,
Date=22057,1.118648,-.2117534,2.449049,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22057,,,
Date=22063,1.263615,1.071025,1.456205,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22063,,,
Date=22053,1.163671,.9968558,1.330485,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22053,,,
Date=22044,.6015417,.424045,.7790384,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22044,,,
Date=22050,.9634075,.7556775,1.171137,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22050,,,
Date=22035,.6979176,.541161,.8546741,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22035,,,
Date=22057,1.319897,1.115924,1.52387,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22057,,,
Date=22030,.3543925,-.8203934000000001,1.529178,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22030,,,
Date=22061,1.203114,1.01435,1.391878,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22061,,,
Date=22020,.2243976,.1098884,.3389068,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22020,,,
Date=22050,1.097602,.8977659,1.297439,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22050,,,
Date=22070,1.51998,1.241233,1.798727,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22070,,,
Date=22061,1.039189,.847692,1.230687,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22061,,,
Date=22027,.2841293,.1928735,.375385,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22027,,,
Date=22046,1.037399,.8466339000000001,1.228165,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22046,,,
Date=22021,.1859485,.0934032,.2784937,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22021,,,
Date=22057,1.15933,.957839,1.36082,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22057,,,
Date=22039,.6517739,.5287009,.7748469,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22039,,,
Date=22027,.187942,.0511546,.3247293,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22027,,,
Date=22070,1.668999,1.393029,1.944968,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22070,,,
Date=22072,2.109796,1.733882,2.485711,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22072,,,
Date=22073,1.769959,1.499597,2.040321,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22073,,,
Date=22055,1.301806,1.106324,1.497288,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22055,,,
Date=22072,1.99028,.9176636,3.062896,0,1,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22072,,,
Date=22040,.7342975,.5602481,.9083469,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22040,,,
Date=22039,.5367012,.3823441,.6910584,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22039,,,
Date=22016,.0412357,-.0200513,.1025227,0,0,83452,.7758597,covid_1_pc,events,m5_lags,Date=22016,,,
Date=22038,.4984503,.2977877,.6991129,0,1,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22038,,,
Date=22017,.0708842,-.6255085,.7672769,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22017,,,
Date=22018,.1775206,.0982223,.256819,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22018,,,
Date=22047,.700704,.5592405,.8421676,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22047,,,
Date=22029,.5049612999999999,.382874,.6270487,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22029,,,
Date=22043,.7534764,.6162904,.8906624,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22043,,,
Date=22024,.1927024,.0982678,.2871369,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22024,,,
Date=22047,.6770896,.5479828,.8061964,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22047,,,
Date=22024,.1840629,-.8212140999999999,1.18934,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22024,,,
Date=22063,1.109759,.9124626,1.307055,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22063,,,
Date=22042,.8028639,.6177294,.9879985,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22042,,,
Date=22062,1.310057,.9783491,1.641765,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22062,,,
Date=22054,.9736267,.8136737000000001,1.13358,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22054,,,
Date=22064,1.433998,1.222745,1.645251,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22064,,,
Date=22022,.1946945,.129536,.2598531,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22022,,,
Date=22069,1.567993,1.350922,1.785064,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22069,,,
Date=22043,.6484398,-.5359501,1.83283,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22043,,,
Date=22072,2.129414,1.75328,2.505548,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22072,,,
Date=22053,1.196624,1.009857,1.38339,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22053,,,
Date=22053,1.083224,.9150562,1.251392,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22053,,,
Date=22043,.781212,.6304492,.9319748,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22043,,,
Date=22016,.0882069,.0172133,.1592005,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22016,,,
Date=22017,.0876501,.0341291,.141171,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22017,,,
Date=22033,.4683475,.3622437,.5744513,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22033,,,
Date=22056,1.030801,.8413453,1.220256,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22056,,,
Date=22015,.1790472,.0762871,.2818073,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22015,,,
Date=22034,.5004091000000001,.364063,.6367553,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22034,,,
Date=22065,1.138954,.1156598,2.162247,0,1,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22065,,,
Date=22024,.2899501,.195879,.3840213,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22024,,,
Date=22073,1.742429,1.471444,2.013414,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22073,,,
Date=22051,.8782953,.7008949,1.055696,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22051,,,
Date=22066,1.034226,.0213748,2.047078,0,1,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22066,,,
Date=22032,.6672354,.5289756,.8054953,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22032,,,
Date=22061,1.160669,.9844255,1.336913,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22061,,,
Date=22026,.3349285,.2488955,.4209615,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22026,,,
Date=22070,1.556508,1.288081,1.824934,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22070,,,
Date=22056,1.011765,.8405609000000001,1.18297,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22056,,,
Date=22053,1.209101,1.027364,1.390837,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22053,,,
Date=22052,.8373062999999999,.6878123,.9868004,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22052,,,
Date=22019,.2228918,.1326885,.3130951,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22019,,,
Date=22048,.9065915,.726115,1.087068,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22048,,,
Date=22034,.5284645,.3991088,.6578203,0,1,83452,.7758597,covid_1_pc,public places,m5_lags,Date=22034,,,
Date=22020,.2202492,.1134823,.3270162,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22020,,,
Date=22042,.794469,.6110244,.9779137,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22042,,,
Date=22054,.8901888999999999,.7315005999999999,1.048877,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22054,,,
Date=22052,.6647440999999999,.5090632,.8204251,0,1,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22052,,,
Date=22019,.1800644,.0952864,.2648424,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22019,,,
Date=22051,.858472,.6820306,1.034914,0,1,83452,.7758597,covid_1_pc,businesses,m5_lags,Date=22051,,,
Date=22037,.4539479,.3401154,.5677804,0,1,83452,.7758597,covid_1_pc,fines,m5_lags,Date=22037,,,
Date=22049,.7300369,-.0765081,1.536582,0,0,83452,.7758597,covid_1_pc,masks,m5_lags,Date=22049,,,
Date=22036,.7967917,.6490634,.94452,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22036,,,
Date=22020,.2606438,.1482924,.3729953,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22020,,,
Date=22044,.7318214,.5797764,.8838664000000001,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22044,,,
Date=22047,.7001223,.572172,.8280725,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22047,,,
Date=22025,.429712,.3453347,.5140894,0,1,83452,.7758597,covid_1_pc,mobility,m5_lags,Date=22025,,,
Date=22049,.8590596,.7143537,1.003765,0,1,83452,.7758597,covid_1_pc,curfew,m5_lags,Date=22049,,,
Date=22027,.3191447,.2240646,.4142248,0,1,83452,.7758597,covid_1_pc,events,m5_lags,Date=22027,,,
Date=22017,.1001648,.0394191,.1609104,0,1,83452,.7758597,covid_1_pc,checkpoints,m5_lags,Date=22017,,,
Date=22022,.0666047,-.0376669,.1708764,0,0,83452,.7758597,covid_1_pc,alcohol,m5_lags,Date=22022,,,
