Municipio,estado,Date,Diagnósticos,Semáforo
Centla,Tabasco,13-May,30,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Centro,Tabasco,13-May,1139,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Comalcalco,Tabasco,13-May,93,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cunduacán,Tabasco,13-May,60,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Emiliano Zapata,Tabasco,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Huimanguillo,Tabasco,13-May,46,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jalapa,Tabasco,13-May,40,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jalpa de Méndez,Tabasco,13-May,55,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jonuta,Tabasco,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Macuspana,Tabasco,13-May,69,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Nacajuca,Tabasco,13-May,115,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Paraíso,Tabasco,13-May,64,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tacotalpa,Tabasco,13-May,14,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Teapa,Tabasco,13-May,17,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tenosique,Tabasco,13-May,8,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Abasolo,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Aldama,Tamaulipas,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Altamira,Tamaulipas,13-May,34,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Antiguo Morelos,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Burgos,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Bustamante,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Camargo,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Casas,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ciudad Madero,Tamaulipas,13-May,115,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cruillas,Tamaulipas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Gómez Farías,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
González,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Güémez,Tamaulipas,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Guerrero,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Gustavo Díaz Ordaz,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Hidalgo,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Jaumave,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Jiménez,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Llera,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Mainero,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
El Mante,Tamaulipas,13-May,13,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Matamoros,Tamaulipas,13-May,173,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Méndez,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Mier,Tamaulipas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Miguel Alemán,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Miquihuana,Tamaulipas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Nuevo Laredo,Tamaulipas,13-May,69,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Nuevo Morelos,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ocampo,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Padilla,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Palmillas,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Reynosa,Tamaulipas,13-May,65,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Río Bravo,Tamaulipas,13-May,19,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
San Carlos,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
San Fernando,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
San Nicolás,Tamaulipas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Soto la Marina,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tampico,Tamaulipas,13-May,137,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tula,Tamaulipas,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Valle Hermoso,Tamaulipas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Victoria,Tamaulipas,13-May,139,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Villagrán,Tamaulipas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Xicoténcatl,Tamaulipas,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Amaxac de Guerrero,Tlaxcala,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Apetatitlán de Antonio Carvajal,Tlaxcala,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Atlangatepec,Tlaxcala,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Altzayanca,Tlaxcala,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Apizaco,Tlaxcala,13-May,31,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Calpulalpan,Tlaxcala,13-May,18,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
El Carmen Tequexquitla,Tlaxcala,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cuapiaxtla,Tlaxcala,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cuaxomulco,Tlaxcala,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Chiautempan,Tlaxcala,13-May,19,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Muñoz de Domingo Arenas,Tlaxcala,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Españita,Tlaxcala,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Huamantla,Tlaxcala,13-May,24,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Hueyotlipan,Tlaxcala,13-May,18,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ixtacuixtla de Mariano Matamoros,Tlaxcala,13-May,8,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ixtenco,Tlaxcala,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Mazatecochco de José María Morelos,Tlaxcala,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Contla de Juan Cuamatzi,Tlaxcala,13-May,9,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tepetitla de Lardizábal,Tlaxcala,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Sanctórum de Lázaro Cárdenas,Tlaxcala,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Nanacamilpa de Mariano Arista,Tlaxcala,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Acuamanala de Miguel Hidalgo,Tlaxcala,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Natívitas,Tlaxcala,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
